1	ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ॥ ਵਾਰਾਂ ਗਿਆਨ ਰਤਨਾਵਲੀ॥ ਭਾਈ ਗੁਰਦਾਸ ਭਲੇ ਕਾ ਬੋਲਣਾ॥ {ਪਉੜੀ ੧. ਮੂਲ ਮੰਗਲਾਚਰਣ}			Invocation				
1	ਨਮਸਕਾਰ ਗੁਰਦੇਵ ਕੋ; ਸਤਿਨਾਮੁ ਜਿਸ ਮੰਤ੍ਰ ਸੁਣਾਇਆ॥			I bow before the Guru (Guru Nanak Dev) who recited the Satnam mantra(for the world).				
1	ਭਵਜਲ ਵਿਚੋਂ ਕਢਿ ਕੇ; ਮੁਕਤਿ ਪਦਾਰਥ ਮਾਹਿ ਸਮਾਇਆ॥				Getting (the creatures) across the world ocean He raptly merged them in liberation.			
1	ਜਨਮ ਮਰਣ ਭਉ ਕਟਿਆ; ਸੰਸਾ ਰੋਗ ਵਿਯੋਗ ਮਿਟਾਇਆ॥			He destroyed the fear of transmigration and decimated the malady of doubt and separation.				
1	ਸੰਸਾ. ਇਹੁ ਸੰਸਾਰੁ ਹੈ; ਜਨਮ ਮਰਣ ਵਿਚਿ ਦੁਖ ਸਬਾਇਆ॥			The world is only illusion which carried with it much of birth, death and sufferings.				
1	ਜਮਦੰਡ ਸਿਰੋਂ ਨਾ ਉਤਰੈ; ਸਾਕਤ ਦੁਰਜਨ ਜਨਮੁ ਗਵਾਇਆ॥			The fear of the rod of Yama is not dispelled and the sakts, the followers of the goddess, have lost their lives in vain.				
1	ਚਰਨ ਗਹੇ ਗੁਰਦੇਵ ਦੇ; ਸਤਿ ਸਬਦ ਦੇ ਮੁਕਤ ਕਰਾਇਆ॥			Those who have caught hold of the feet of the Guru have been liberated through the true Word.				
1	ਭਾਉ ਭਗਤਿ ਗੁਰਪੁਰਬ ਕਰਿ; ਨਾਮ ਦਾਨ ਇਸਨਾਨ ਦ੍ਰਿੜ੍ਹਾਇਆ॥			Now being full of loving devotion they celebrate the gurprubs (anniversaries of the Gurus) and their acts of rememberance of God, charity and holy ablutions, inspire others also.				
1	ਜੇਹਾ ਬੀਉ; ਤੇਹਾ ਫਲੁ ਪਾਇਆ॥੧॥			As someone sows, so he reaps.				
1	{ਪਉੜੀ ੨. ਜਗਤ ਰਚਨਾ}			Creation				
1	ਪ੍ਰਿਥਮੈ. ਸਾਸ ਨ ਮਾਸ ਸਨ; ਅੰਧ ਧੁੰਧ ਕਛੁ ਖਬਰ ਨ ਪਾਈ॥			First of all, when no breath and body was there nothing was visible in the pitch darkness.				
1	ਰਕਤਬਿੰਦ ਕੀ ਦੇਹਿ ਰਚਿ; ਪਾਂਚ ਤਤ ਕੀ ਜੜਤ ਜੜਾਈ॥			The body was created through the blood(of mother) and semen (of father) and the five elements were joined judiciously.				
1	ਪਉਣ ਪਾਣੀ ਬੈਸੰਤਰੋ; ਚਉਥੀ ਧਰਤੀ ਸੰਗਿ ਮਿਲਾਈ॥			Air, water, fire and earth was put together.				
1	ਪੰਚਮਿ ਵਿਚਿ ਆਕਾਸ ਕਰਿ; ਕਰਤਾ ਛਟਮੁ ਅਦਿਸਟੁ ਸਮਾਈ॥			The fifth element sky (void) was kept in between and creator God, the sixth one, invisibly permeated among all.				
1	ਪੰਚ. ਤਤ ਪੰਚੀਸਿ ਗੁਨਿ; ਸਤ੍ਰ ਮਿਤ੍ਰ ਮਿਲਿ ਦੇਹਿ ਬਣਾਈ॥			To create the human body, five elements and twenty five qualities opposite to each other were joined and mixed.				
1	ਖਾਣੀ ਬਾਣੀ ਚਲਿਤੁ ਕਰਿ; ਆਵਾਗਉਣੁ ਚਰਿਤ੍ਰ ਦਿਖਾਈ॥			Four life originating mines (egg foetus sweatborn , vegetation) and four speeches(para, pasyanti, madhyama, vaikhari) were assimiliated into each other andthe drama of transmigration was enacted.				
1	ਚਉਰਾਸੀਹ ਲਖ; ਜੋਨਿ ਉਪਾਈ॥੨॥			Thus eighty four lacs of species were created.				
1	{ਪਉੜੀ ੩. ਮਨੁੱਖ ਜਨਮ ਦੀ ਉੱਤਮਤਾ}			Grandeur of human birth				
1	ਚਉਰਾਸੀਹ ਲਖ ਜੋਨਿ ਵਿਚਿ; ਉਤਮੁ ਜਨਮੁ ਸੁ ਮਾਣਸਿ ਦੇਹੀ॥			Of the eighty four lacs life classes, birth as a human is the best.				
1	ਅਖੀ ਵੇਖਣੁ ਕਰਨਿ ਸੁਣਿ; ਮੁਖਿ ਸੁਭ ਬੋਲਣੁ ਬਚਨ ਸਨੇਹੀ॥			Eyes behold, ears listen to and the mouth speaks sweet words.				
1	ਹਥੀ ਕਾਰ ਕਮਾਵਣੀ; ਪੈਰੀ ਚਲਿ ਸਤਿਸੰਗਿ ਮਿਲੇਹੀ॥			Hands earn livelihood and feet take towards the holy congregation.				
1	ਕਿਰਤਿ ਵਿਰਤਿ ਕਰਿ ਧਰਮ ਦੀ; ਖਟਿ ਖਵਾਲਣੁ ਕਾਰਿ ਕਰੇਹੀ॥			In human life alone by the rightful earning, out of one's savings, other needy ones are fed.				
1	ਗੁਰਮੁਖਿ ਜਨਮੁ ਸਕਾਰਥਾ; ਗੁਰਬਾਣੀ ਪੜਿ. ਸਮਝਿ ਸੁਣੇਹੀ॥			Man by becoming gurmukh- Guru oriented, makes his life meaningful; he reads Gurbani and makes others understand (the importance of) bani.				
1	ਗੁਰਭਾਈ ਸੰਤੁਸਟਿ ਕਰਿ; ਚਰਣਾਮ੍ਰਿਤੁ ਲੈ ਮੁਖਿ ਪਿਵੇਹੀ॥			He satisfies his companions and takes the holy water touched by their feet i.e. he inculcates complete humility.				
1	ਪੈਰੀ ਪਵਣੁ ਨ ਛੋਡੀਐ; ਕਲੀ ਕਾਲਿ ਰਹਰਾਸਿ ਕਰੇਹੀ॥			Humblytouching of the feet should not be repudiated because in the dark age, this quality is the only asset (of the human personality).				
1	ਆਪਿ ਤਰੇ; ਗੁਰਸਿਖ ਤਰੇਹੀ॥੩॥			People of such a conduct will swim the world-ocean and also get along other disciples of the Guru.				
1	{ਪਉੜੀ ੪. ਜਗਤ ਕਾਰਣ}			Creation				
1	ਓਅੰਕਾਰੁ. ਆਕਾਰੁ ਕਰਿ; ਏਕ ਕਵਾਉ. ਪਸਾਉ ਪਸਾਰਾ॥			All prevading Oankar through His One Word created the whole expansive cosmos.				
1	ਪੰਜ ਤਤ. ਪਰਵਾਣੁ ਕਰਿ; ਘਟਿ ਘਟਿ ਅੰਦਰਿ ਤ੍ਰਿਭਵਣੁ ਸਾਰਾ॥			Through the five elements, as the quintessence He permeated in the three worlds and their denominations.				
1	ਕਾਦਰੁ ਕਿਨੇ ਨ ਲਖਿਆ; ਕੁਦਰਤਿ ਸਾਜਿ ਕੀਆ ਅਵਤਾਰਾ॥			That creator could not be seen by anyone who to expand Himself created the infinite nature(prakrti).				
1	ਇਕ ਦੂ ਕੁਦਰਤਿ ਲਖ ਕਰਿ; ਲਖ ਬਿਅੰਤ ਅਸੰਖ ਅਪਾਰਾ॥			He made myriad forms of nature.				
1	ਰੋਮ ਰੋਮ ਵਿਚਿ ਰਖਿਓਨਿ; ਕਰਿ ਬ੍ਰਹਮੰਡਿ ਕਰੋੜਿ ਸੁਮਾਰਾ॥			In His each one hair He gethered up millions of worlds.				
1	ਇਕਸ ਇਕਸ ਬ੍ਰਹਮੰਡਿ ਵਿਚਿ; ਦਸ ਦਸ ਕਰਿ ਅਵਤਾਰ ਉਤਾਰਾ॥			And then in one universe He comes in tens of forms.				
1	ਕੇਤੇ ਬੇਦ ਬਿਆਸ ਕਰਿ; ਕਈ ਕਤੇਬ ਮੁਹੰਮਦ ਯਾਰਾ॥			He has created many a dear personality such as Vedavyas and Muhammad dear to the Vedas and the Katebas respectively.				
1	ਕੁਦਰਤਿ ਇਕੁ; ਏਤਾ ਪਾਸਾਰਾ॥੪॥			How wonderfully the one nature has been expanded into many.				
1	{ਪਉੜੀ ੫. ਜੁੱਗ ਆਦਿਕ}			The Yugs				
1	ਚਾਰਿ ਜੁਗਿ ਕਰਿ ਥਾਪਨਾ; ਸਤਿਜੁਗ ਤ੍ਰੇਤਾ ਦੁਆਪਰੁ ਸਾਜੇ॥			The four Ages (yugs) were established and the first three were given names Satyug, Treta, Dvapar. Fourth one was Kaliyug.				
1	ਚਉਥਾ ਕਲਿਜੁਗੁ ਥਾਪਿਆ; ਚਾਰਿ ਵਰਨਿ ਚਾਰੋਂ ਕੇ ਰਾਜੇ॥			And four castes came to be known as the kings of four ages. Brahmin, kshatriya, vaishya and sudhra became predominate in each age.				
1	ਬ੍ਰਹਮਣ ਛਤ੍ਰੀ ਵੈਸ ਸੂਦ੍ਰ; ਜੁਗੁ ਜੁਗੁ ਏਕੋ ਵਰਨ ਬਿਰਾਜੇ॥			In Satiyug, Vishnu is said to have come to earth as Hansavaar and explained the problems pertaining to				
1	ਸਤਿਜੁਗਿ ਹੰਸ ਅਉਤਾਰੁ ਧਰਿ; ਸੋਹੰ ਬ੍ਰਹਮ ਨ ਦੂਜਾ ਪਾਜੇ॥			Metaphysics (The story is there in the eleventh canto of the Bhagvat Purana), and nothing but one soham-Brahm was discussed and pondered upon.				
1	ਏਕੋ ਬ੍ਰਹਮੁ ਵਖਾਣੀਐ; ਮੋਹ ਮਾਇਆ ਤੇ ਬੇਮੁਹਤਾਜੇ॥			Getting indifferent to maya, people would praise one Lord.				
1	ਕਰਨਿ ਤਪਸਿਆ ਬਨਿ ਵਿਖੈ; ਵਖਤ ਗੁਜਾਰਨਿ ਪਿੰਨੀ ਸਾਗੇ॥			They would go to forests and pull on life by eating natural vegetations.				
1	ਲਖ ਵਰ੍ਹਿਆਂ ਦੀ ਆਰਜਾ; ਕੋਠੇ ਕੋਟਿ ਨ ਮੰਦਿਰ ਸਾਜੇ॥			Though they lived for lacs of years but they would construct the palaces, forts and grand mansions.				
1	ਇਕ ਬਿਨਸੈ; ਇਕ ਅਸਥਿਰੁ ਗਾਜੇ॥੫॥			On the one hand the world was passing away and on the other the life current would go stably.				
2	{ਪਉੜੀ ੬. ਤਥਾਚ}			As Above				
2	ਤ੍ਰੇਤੇ. ਛਤ੍ਰੀ ਰੂਪ ਧਰਿ; ਸੂਰਜ ਬੰਸੀ ਵਡਿ ਅਵਤਾਰਾ॥			In Treta in the Sun-dynasty descended in the form of the kshatriya(Ram) a great incarnation.				
2	ਨਉ ਹਿਸੇ ਗਈ ਆਰਜਾ; ਮਾਇਆ ਮੋਹੁ ਅਹੰਕਾਰੁ ਪਸਾਰਾ॥			Now the nine portions of age lessened and illusion,attachment and ego inflated.				
2	ਦੁਆਪੁਰਿ. ਜਾਦਵ ਵੇਸ ਕਰਿ; ਜੁਗਿ ਜੁਗਿ ਅਉਧ ਘਟੈ ਆਚਾਰਾ॥			In Dvapar, Yadav-dynasty came to the forefront i.e. the incarnation of Krsna became known to the people; but because of the lack of good conduct, Age by Age, the life span(of man) went on decreasing.				
2	ਰਿਗ ਬੇਦ ਮਹਿ ਬ੍ਰਹਮ ਕ੍ਰਿਤਿ; ਪੂਰਬ ਮੁਖਿ ਸੁਭ ਕਰਮ ਬਿਚਾਰਾ॥			In the Rgveda the conduct of the brahmin and the ideas about the actions done facing the East were discussed.				
2	ਖਤ੍ਰੀ ਥਾਪੇ ਜੁਜਰੁ ਵੇਦਿ; ਦਖਣ ਮੁਖਿ ਬਹੁ ਦਾਨ ਦਾਤਾਰਾ॥				Kshatriyas became related to the Yajurveda and started pouring charities while facing the South.			
2	ਵੈਸੋਂ ਥਾਪਿਆ ਸਿਆਮ ਵੇਦੁ; ਪਛਮ ਮੁਖਿ ਕਰਿ ਸੀਸੁ ਨਿਵਾਰਾ॥			The vaishyas embraced the Samaveda and bowed to the West.				
2	ਰਿਗਿ ਨੀਲੰਬਰਿ ਜੁਜਰ ਪੀਤ; ਸ੍ਵੇਤੰਬਰਿ ਕਰਿ ਸਿਆਮ ਸੁਧਾਰਾ॥			Blue dress for Rgveda, yellow for Yajurveda and for singing of the hymns of Samaveda wearing of the white dress became a tradition.				
2	ਤ੍ਰਿਹੁ ਜੁਗੀ; ਤ੍ਰੈ ਧਰਮ ਉਚਾਰਾ॥੬॥			Thus three duties of the three Ages were enunciated.				
2	{ਪਉੜੀ ੭. ਤਥਾਚ}			As Above				
2	ਕਲਿਜੁਗੁ ਚਉਥਾ ਥਾਪਿਆ; ਸੂਦ੍ਰ ਬਿਰਤਿ ਜਗ ਮਹਿ ਵਰਤਾਈ॥			Kalijug became prevalent as the fourth age in which the low instincts gripped the whole world.				
2	ਕਰਮ ਸੁ ਰਿਗਿ ਜੁਜਰ ਸਿਆਮ ਕੇ; ਕਰੇ ਜਗਤੁ ਰਿਦਿ ਬਹੁ ਸੁਕਚਾਈ॥			People became resultant in performing of the duties enjoined in the Rig, Yajur and Samaveda.				
2	ਮਾਇਆ ਮੋਹੀ ਮੇਦਨੀ; ਕਲਿ ਕਲਿਵਾਲੀ ਸਭਿ ਭਰਮਾਈ॥			The entire earth got enticed by mammon and the antics of the Kalijug put everyone into delusion.				
2	ਉਠੀ ਗਿਲਾਨਿ ਜਗਤ ਵਿਚਿ; ਹਉਮੈ ਅੰਦਰਿ ਜਲੈ ਲੁਕਾਈ॥			Hatred and degeneracy engrossed the people and ego burnt oneand all.				
2	ਕੋਇ ਨ ਕਿਸੈ ਪੂਜਦਾ; ਊਚ ਨੀਚ ਸਭਿ ਗਤਿ ਬਿਸਰਾਈ॥			Nobody now worships anyone and the sense of respect for the younger and elder has vanished into thin air.				
2	ਭਏ ਬਿਅਦਲੀ ਪਾਤਸਾਹ; ਕਲਿ ਕਾਤੀ ਉਮਰਾਇ ਕਸਾਈ॥			In this cutter age the emporers are tyrants and their satraps butchers.				
2	ਰਹਿਆ ਤਪਾਵਸੁ. ਤ੍ਰਿਹੁ ਜੁਗੀ; ਚਉਥੇ ਜੁਗਿ ਜੋ ਦੇਇ ਸੁ ਪਾਈ॥			The justice of three ageshas become extinct and now whosoever gives something (as bribe) gets (justice?).				
2	ਕਰਮ ਭ੍ਰਿਸਟਿ; ਸਭਿ ਭਈ ਲੋਕਾਈ॥੭॥			The mankind has become wanting in dexterity of action.				
2	{ਪਉੜੀ ੮. ਖਟ ਸ਼ਾਸਤ੍ਰ}			Six philosiphies				
2	ਚਹੁ ਬੇਦਾ ਕੇ ਧਰਮ ਮਥਿ; ਖਟਿ ਸਾਸਤ੍ਰ ਮਥਿ ਰਿਖਿ ਸੁਣਾਵੈ॥			Having churned the duties enjoined in the four Vedas, the seers have delineated the six Shastras.				
2	ਬ੍ਰਹਮਾਦਿਕ ਸਨਕਾਦਿਕਾ. ਜਿਉ ਤਿਹਿ ਕਹਾ; ਤਿਵੈ ਜਗੁ ਗਾਵੈ॥			What ever was described by Brahma and Sanak, people recited and followed.				
2	ਗਾਵਨਿ ਪੜਨਿ ਬਿਚਾਰਿ ਬਹੁ; ਕੋਟਿ ਮਧੇ. ਵਿਰਲਾ ਗਤਿ ਪਾਵੈ॥			Many think over while reading and singing, but only one among millions understands and reads between the lines.				
2	ਇਹਿ ਅਚਰਜੁ ਮਨ ਆਵਦੀ; ਪੜਤਿ ਗੁਣਤਿ. ਕਛੁ ਭੇਦੁ ਨ ਪਾਵੈ॥			Many think over while reading and singing, but only one among millions understands and reads between the lines.				
2	ਜੁਗ ਜੁਗ ਇਕੋ ਵਰਨ ਹੈ; ਕਲਿਜੁਗਿ ਕਿਉ ਬਹੁਤੇ ਦਿਖਲਾਵੈ॥			It is suprising that every age had dominance of one colour (caste) but how in Kaliyug myriads of castes are there.				
2	ਜੰਦ੍ਰੇ ਵਜੇ ਤ੍ਰਿਹੁ ਜੁਗੀ; ਕਥਿ ਪੜਿ ਰਹੈ. ਭਰਮ ਨਹਿ ਜਾਵੈ॥			That the duties of all the three Yugas have been abandoned is known to everybody but the confusion persists.				
2	ਜਿਉ ਕਰਿ ਕਥਿਆ ਚਾਰਿ ਬੇਦਿ; ਖਟਿ ਸਾਸਤ੍ਰਿ ਸੰਗਿ ਸਾਖ ਸੁਣਾਵੈ॥			As the four Vedas have been defined, the description of the six philosophies (Shastras) also complements them.				
2	ਆਪੋ ਆਪਣੇ ਮਤ; ਸਭਿ ਗਾਵੈ॥੮॥			They all eulogise their own view point.				
2	{ਪਉੜੀ ੯. ਨਯਾਯ}			Nyaya				
2	ਗੋਤਮ ਤਪੇ ਬਿਚਾਰਿ ਕੈ; ਰਿਗਿ ਵੇਦ ਕੀ ਕਥਾ ਸੁਣਾਈ॥			Speculating seriously, seer Gotama has put forth the story of the Rgveda.				
2	ਨਿਆਇ ਸਾਸਤ੍ਰ ਕੋ ਮਥਿ ਕਰਿ; ਸਭਿ ਬਿਧਿ ਕਰਤੇ ਹਥਿ ਜਣਾਈ॥			After churning the thoughts, in the Nyaya school, God has been defined as the efficient cause of all the causes.				
2	ਸਭ ਕਛੁ ਕਰਤੇ ਵਸਿ ਹੈ; ਹੋਰ ਬਾਤ ਵਿਚਿ ਚਲੇ ਨ ਕਾਈ॥				Everything is under His control and in His order, no order whatsoever of anybody else is accepted.			
2	ਦੁਹੀ ਸਿਰੀ ਕਰਤਾਰ ਹੈ; ਆਪਿ ਨਿਆਰਾ ਕਰਿ ਦਿਖਲਾਈ॥			He is in the beginning and at the end of this creation yet in this Shastra he is shown as separate from this creation.				
